Temperature,Humidity,HeatIndex,Time
24,28,29,1663
24,47,30,1664
34,14,32,1665
33,16,27,1666
24,47,25,1667
32,61,30,1668
31,11,28,1669
21,36,27,1670
31,73,25,1671
24,44,35,1672
33,21,26,1673
35,75,26,1674
19,51,27,1675
26,37,35,1676
31,50,29,1677
26,36,27,1678
19,26,31,1679
21,36,30,1680
36,39,28,1681
34,12,32,1682
35,62,31,1683
33,31,31,1684
23,27,28,1685
35,34,34,1686
27,73,35,1687
30,28,32,1688
21,31,27,1689
26,19,27,1690
31,78,30,1691
27,80,31,1692
23,40,28,1693
27,11,28,1694
37,52,31,1695
37,22,30,1696
33,24,28,1697
35,19,30,1698
38,42,26,1699
29,16,34,1700
30,21,29,1701
27,44,33,1702
23,10,29,1703
20,47,31,1704
21,25,32,1705
32,61,27,1706
25,11,27,1707
23,63,27,1708
25,56,26,1709
24,62,30,1710
27,11,32,1711
19,11,31,1712
37,61,29,1713
27,18,25,1714
36,64,28,1715
30,13,35,1716
37,74,30,1717
30,24,29,1718
36,14,33,1719
18,67,28,1720
25,10,26,1721
38,49,27,1722
21,44,26,1723
32,66,26,1724
31,59,29,1725
38,11,28,1726
19,11,34,1727
24,34,27,1728
20,17,33,1729
32,50,34,1730
37,46,33,1731
33,61,29,1732
19,53,26,1733
29,48,29,1734
23,80,27,1735
37,25,26,1736
36,78,32,1737
37,43,34,1738
19,59,26,1739
29,33,26,1740
25,15,26,1741
24,68,25,1742
24,15,29,1743
25,70,25,1744
31,62,28,1745
37,21,32,1746
18,46,25,1747
35,16,34,1748
31,30,29,1749
19,80,33,1750
25,55,28,1751
18,35,35,1752
35,70,25,1753
26,79,33,1754
32,23,31,1755
36,46,26,1756
30,18,31,1757
27,22,31,1758
34,63,25,1759
38,30,34,1760
26,66,34,1761
37,49,32,1762
24,31,26,1763
23,30,27,1764
27,41,31,1765
34,35,30,1766
31,33,30,1767
20,24,29,1768
35,49,28,1769
18,77,31,1770
21,48,26,1771
21,22,25,1772
29,59,34,1773
33,60,34,1774
35,68,25,1775
24,61,25,1776
19,30,27,1777
35,34,28,1778
25,12,32,1779
32,70,25,1780
23,75,34,1781
24,43,34,1782
28,67,28,1783
23,50,25,1784
19,66,32,1785
21,44,30,1786
23,50,27,1787
35,62,27,1788
36,38,34,1789
23,49,26,1790
19,10,34,1791
26,26,27,1792
36,31,28,1793
33,74,27,1794
23,62,32,1795
31,21,30,1796
26,79,25,1797
30,75,35,1798
35,62,32,1799
29,61,35,1800
32,52,31,1801
36,56,29,1802
20,23,31,1803
32,38,32,1804
34,51,28,1805
28,36,31,1806
38,10,34,1807
28,62,25,1808
23,36,25,1809
33,18,25,1810
33,73,34,1811
35,53,32,1812
22,61,30,1813
31,13,28,1814
22,47,35,1815
24,34,29,1816
34,42,25,1817
35,77,32,1818
25,60,34,1819
35,38,30,1820
26,38,35,1821
18,72,28,1822
30,47,29,1823
36,77,31,1824
21,79,27,1825
21,73,33,1826
31,41,35,1827
38,51,26,1828
29,78,35,1829
29,79,32,1830
33,70,32,1831
33,33,25,1832
22,38,30,1833
20,57,26,1834
20,31,28,1835
38,55,26,1836
29,73,35,1837
23,23,26,1838
30,21,34,1839
24,11,33,1840
36,33,34,1841
34,40,33,1842
38,26,31,1843
37,71,26,1844
30,16,32,1845
20,53,33,1846
29,46,28,1847
26,50,35,1848
18,57,34,1849
27,51,28,1850
22,58,28,1851
19,78,35,1852
27,58,25,1853
20,50,33,1854
38,44,29,1855
20,36,35,1856
23,52,35,1857
32,49,26,1858
32,30,28,1859
28,28,25,1860
31,62,29,1861
20,62,33,1862
27,19,29,1863
24,72,27,1864
23,57,35,1865
35,64,28,1866
28,66,32,1867
36,69,35,1868
34,51,34,1869
33,31,30,1870
23,64,30,1871
33,42,35,1872
24,37,27,1873
38,14,27,1874
23,48,25,1875
32,33,33,1876
30,12,34,1877
18,31,25,1878
22,55,33,1879
36,46,27,1880
22,40,33,1881
21,70,26,1882
38,76,31,1883
26,23,31,1884
38,43,32,1885
19,27,35,1886
28,60,30,1887
23,61,25,1888
18,71,29,1889
36,76,32,1890
32,46,30,1891
33,22,31,1892
36,48,30,1893
31,11,27,1894
35,45,31,1895
19,70,26,1896
26,39,29,1897
30,42,31,1898
30,15,25,1899
25,66,29,1900
25,22,35,1901
28,64,32,1902
34,64,28,1903
30,47,34,1904
27,64,33,1905
24,46,27,1906
30,17,30,1907
22,17,28,1908
32,39,31,1909
28,19,34,1910
28,44,28,1911
34,46,29,1912
23,48,27,1913
26,62,32,1914
33,18,28,1915
28,79,35,1916
33,68,29,1917
28,17,27,1918
33,36,28,1919
25,37,33,1920
26,36,35,1921
20,49,30,1922
30,33,25,1923
29,59,27,1924
19,47,35,1925
36,58,33,1926
19,72,28,1927
22,71,29,1928
19,69,28,1929
31,27,34,1930
19,50,34,1931
20,46,32,1932
19,53,27,1933
21,63,34,1934
33,11,25,1935
38,46,29,1936
27,51,27,1937
35,78,30,1938
19,78,34,1939
35,20,25,1940
18,61,34,1941
26,69,32,1942
19,34,26,1943
38,52,25,1944
37,75,27,1945
22,49,35,1946
20,39,34,1947
26,19,34,1948
30,22,29,1949
26,69,29,1950
25,38,30,1951
18,66,31,1952
35,32,34,1953
19,29,33,1954
30,69,25,1955
23,68,27,1956
31,66,29,1957
35,39,30,1958
19,50,32,1959
26,71,28,1960
29,21,32,1961
18,79,33,1962
27,33,29,1963
33,48,27,1964
25,43,26,1965
25,14,29,1966
37,20,30,1967
18,27,31,1968
27,40,34,1969
19,34,30,1970
25,73,25,1971
20,11,25,1972
26,77,27,1973
33,59,26,1974
33,32,28,1975
34,26,27,1976
34,13,28,1977
24,69,34,1978
38,24,33,1979
23,33,25,1980
22,70,32,1981
26,10,31,1982
20,26,27,1983
21,58,32,1984
29,67,30,1985
26,51,29,1986
27,55,25,1987
35,69,33,1988
28,37,28,1989
29,10,25,1990
21,35,31,1991
30,31,31,1992
23,19,33,1993
31,28,33,1994
23,60,27,1995
25,18,28,1996
28,65,25,1997
33,34,32,1998
26,55,29,1999
21,25,31,2000
24,20,30,2001
31,36,28,2002
20,67,25,2003
34,52,25,2004
20,67,32,2005
25,35,31,2006
20,79,27,2007
24,79,35,2008
35,55,33,2009
28,67,28,2010
22,39,28,2011
18,54,33,2012
36,71,29,2013
25,53,32,2014
28,57,27,2015
23,72,28,2016
19,35,34,2017
36,52,33,2018
23,78,30,2019
34,72,35,2020
24,27,26,2021
23,27,27,2022
30,62,35,2023
23,37,29,2024
20,57,31,2025
27,21,33,2026
38,46,27,2027
21,65,31,2028
26,29,28,2029
36,10,28,2030
36,19,30,2031
27,47,27,2032
37,32,31,2033
20,56,35,2034
20,52,34,2035
28,42,29,2036
32,25,32,2037
34,71,27,2038
21,65,35,2039
23,71,32,2040
29,16,27,2041
32,32,33,2042
28,68,29,2043
19,10,29,2044
20,69,30,2045
27,21,33,2046
36,42,26,2047
26,36,29,2048
20,19,32,2049
21,38,32,2050
32,67,30,2051
28,42,32,2052
30,77,28,2053
31,53,29,2054
19,30,25,2055
22,34,27,2056
37,14,26,2057
32,61,35,2058
23,23,34,2059
29,74,31,2060
20,22,25,2061
33,60,25,2062
22,28,26,2063
26,73,31,2064
29,35,28,2065
20,31,29,2066
28,46,27,2067
32,15,35,2068
27,42,28,2069
37,27,34,2070
32,20,33,2071
38,27,31,2072
21,44,34,2073
27,37,32,2074
36,15,27,2075
23,45,27,2076
22,53,33,2077
27,33,29,2078
36,71,32,2079
28,52,27,2080
35,68,34,2081
37,55,30,2082
21,42,34,2083
36,30,32,2084
29,42,31,2085
30,37,29,2086
21,15,27,2087
21,47,26,2088
32,10,28,2089
29,80,27,2090
32,45,31,2091
24,28,31,2092
27,32,35,2093
36,46,28,2094
36,19,30,2095
28,11,27,2096
29,71,34,2097
22,16,29,2098
32,26,34,2099
19,25,32,2100
18,60,31,2101
35,70,34,2102
36,66,30,2103
35,52,35,2104
29,55,33,2105
23,10,33,2106
24,11,29,2107
23,28,27,2108
22,58,31,2109
32,80,32,2110
23,42,27,2111
27,72,28,2112
32,66,34,2113
34,38,35,2114
34,55,34,2115
37,39,29,2116
26,65,31,2117
32,58,35,2118
24,32,29,2119
33,11,25,2120
31,79,30,2121
38,66,26,2122
26,65,26,2123
29,43,35,2124
35,44,26,2125
36,61,30,2126
18,78,34,2127
29,62,33,2128
37,21,30,2129
27,42,25,2130
33,25,32,2131
37,58,29,2132
26,63,27,2133
21,43,27,2134
37,32,25,2135
38,13,27,2136
29,44,25,2137
34,29,25,2138
27,70,27,2139
22,21,31,2140
32,15,35,2141
37,40,28,2142
18,58,31,2143
28,43,32,2144
31,73,29,2145
19,30,28,2146
27,67,25,2147
35,56,35,2148
27,17,27,2149
22,33,26,2150
37,63,32,2151
35,50,34,2152
32,59,30,2153
24,70,34,2154
33,54,31,2155
34,19,34,2156
22,58,35,2157
29,24,29,2158
18,24,26,2159
32,63,34,2160
20,49,35,2161
28,20,34,2162
25,27,26,2163
20,11,31,2164
25,72,33,2165
19,62,31,2166
24,12,34,2167
34,62,32,2168
38,74,30,2169
28,30,35,2170
28,32,30,2171
36,49,28,2172
21,47,35,2173
34,31,25,2174
31,10,27,2175
18,39,30,2176
26,55,29,2177
34,71,29,2178
36,24,28,2179
27,10,28,2180
36,43,33,2181
35,49,30,2182
25,27,29,2183
38,55,25,2184
24,15,34,2185
28,38,27,2186
21,26,25,2187
20,25,26,2188
36,34,32,2189
33,26,32,2190
25,37,34,2191
32,78,27,2192
26,40,32,2193
27,49,30,2194
21,47,32,2195
26,62,35,2196
32,68,26,2197
36,55,35,2198
20,26,34,2199
27,68,33,2200
36,41,35,2201
34,40,28,2202
37,30,35,2203
26,53,32,2204
18,21,31,2205
22,22,33,2206
19,39,33,2207
36,72,32,2208
22,58,32,2209
32,42,32,2210
19,24,26,2211
20,62,26,2212
37,62,30,2213
31,56,32,2214
20,16,34,2215
24,25,27,2216
38,62,29,2217
28,59,29,2218
24,57,29,2219
37,39,28,2220
26,76,29,2221
24,56,28,2222
22,72,34,2223
27,12,27,2224
35,14,33,2225
28,47,28,2226
18,31,29,2227
34,11,33,2228
29,36,31,2229
29,17,35,2230
28,44,35,2231
32,11,26,2232
21,62,28,2233
32,71,34,2234
37,56,32,2235
22,34,25,2236
18,36,34,2237
28,57,27,2238
29,56,32,2239
18,56,29,2240
26,50,29,2241
38,67,27,2242
33,27,25,2243
29,75,32,2244
32,36,30,2245
34,26,34,2246
28,30,33,2247
33,13,34,2248
28,76,27,2249
27,44,27,2250
21,63,30,2251
27,79,30,2252
28,21,33,2253
18,53,31,2254
37,35,31,2255
29,51,30,2256
32,56,32,2257
34,27,31,2258
34,36,35,2259
26,55,31,2260
36,74,28,2261
19,27,29,2262
23,27,26,2263
20,59,34,2264
24,66,32,2265
30,68,27,2266
21,63,31,2267
23,10,27,2268
25,36,32,2269
22,65,26,2270
29,33,26,2271
32,73,35,2272
24,38,32,2273
24,74,30,2274
22,41,34,2275
29,44,25,2276
26,28,29,2277
33,21,32,2278
35,35,30,2279
22,16,34,2280
27,51,26,2281
18,31,33,2282
34,38,31,2283
30,30,29,2284
31,16,30,2285
19,14,34,2286
33,53,31,2287
38,21,29,2288
24,65,32,2289
19,75,31,2290
18,64,25,2291
28,75,27,2292
32,19,27,2293
20,33,28,2294
30,74,29,2295
20,30,33,2296
20,23,33,2297
18,32,25,2298
38,10,34,2299
29,23,27,2300
21,17,30,2301
38,48,25,2302
25,69,31,2303
38,40,29,2304
34,17,35,2305
22,37,34,2306
28,74,28,2307
32,47,33,2308
21,21,31,2309
31,63,35,2310
19,35,33,2311
31,42,30,2312
30,27,34,2313
18,16,27,2314
25,41,30,2315
25,14,33,2316
23,16,28,2317
30,20,28,2318
31,49,32,2319
20,75,28,2320
23,36,26,2321
23,42,35,2322
26,16,26,2323
27,65,28,2324
24,54,32,2325
36,76,33,2326
26,53,27,2327
23,10,32,2328
18,28,32,2329
24,62,31,2330
33,20,35,2331
29,64,29,2332
31,27,29,2333
29,29,33,2334
24,29,25,2335
26,19,29,2336
19,53,26,2337
35,18,33,2338
23,51,25,2339
34,34,33,2340
31,35,27,2341
18,17,32,2342
28,38,26,2343
23,48,35,2344
34,53,33,2345
32,18,35,2346
28,36,27,2347
32,46,30,2348
36,59,34,2349
30,21,33,2350
19,28,32,2351
38,24,27,2352
25,75,30,2353
35,24,34,2354
28,40,31,2355
33,14,34,2356
19,23,27,2357
26,19,31,2358
22,42,34,2359
27,42,32,2360
30,52,29,2361
34,15,27,2362
30,20,25,2363
31,20,26,2364
29,61,34,2365
31,34,34,2366
18,16,29,2367
31,15,35,2368
19,20,25,2369
29,26,33,2370
33,27,25,2371
26,59,28,2372
36,49,35,2373
29,59,35,2374
32,77,30,2375
28,22,31,2376
35,42,35,2377
37,34,35,2378
29,15,30,2379
21,49,26,2380
33,10,28,2381
35,18,25,2382
34,66,31,2383
24,20,29,2384
32,43,34,2385
20,80,27,2386
28,52,28,2387
24,57,33,2388
28,55,27,2389
33,77,25,2390
29,31,28,2391
26,14,34,2392
18,51,33,2393
31,43,25,2394
26,52,26,2395
19,23,34,2396
37,26,27,2397
35,29,32,2398
34,72,30,2399
22,49,25,2400
25,47,30,2401
21,80,27,2402
36,53,29,2403
22,35,31,2404
29,26,30,2405
34,35,30,2406
36,63,28,2407
34,77,34,2408
36,55,28,2409
36,49,25,2410
38,34,33,2411
37,25,26,2412
34,50,27,2413
35,28,25,2414
28,45,26,2415
29,77,34,2416
32,64,27,2417
31,46,32,2418
36,14,30,2419
30,61,32,2420
24,34,29,2421
24,60,27,2422
36,10,32,2423
29,53,26,2424
25,19,35,2425
29,50,26,2426
32,54,26,2427
37,18,33,2428
31,56,31,2429
38,10,25,2430
31,25,31,2431
22,18,26,2432
18,59,32,2433
20,15,26,2434
37,65,32,2435
37,18,34,2436
31,47,31,2437
29,61,33,2438
22,30,29,2439
28,27,27,2440
22,30,28,2441
18,63,32,2442
31,23,29,2443
31,24,32,2444
38,39,32,2445
19,25,34,2446
34,56,31,2447
33,44,25,2448
32,48,33,2449
18,35,26,2450
38,20,28,2451
23,13,31,2452
31,68,30,2453
35,60,34,2454
35,67,25,2455
32,38,31,2456
22,35,35,2457
27,72,31,2458
29,33,30,2459
20,23,33,2460
22,57,32,2461
18,43,31,2462
19,47,25,2463
37,12,28,2464
29,37,25,2465
27,17,28,2466
32,70,27,2467
34,18,34,2468
33,20,33,2469
36,65,33,2470
37,19,31,2471
25,12,34,2472
25,50,26,2473
33,21,27,2474
35,30,29,2475
24,49,35,2476
38,23,27,2477
30,72,35,2478
27,27,33,2479
32,31,35,2480
26,78,35,2481
28,61,29,2482
29,26,34,2483
29,74,32,2484
21,69,26,2485
20,13,33,2486
37,79,26,2487
36,65,29,2488
32,42,25,2489
26,72,29,2490
38,70,26,2491
38,52,30,2492
25,19,30,2493
37,24,30,2494
34,69,34,2495
24,43,29,2496
21,68,28,2497
18,63,33,2498
36,67,25,2499
23,22,26,2500
20,23,34,2501
35,70,34,2502
38,51,25,2503
23,26,33,2504
25,77,31,2505
33,57,32,2506
21,17,29,2507
24,30,32,2508
28,53,25,2509
32,14,31,2510
23,34,26,2511
32,13,26,2512
31,37,31,2513
21,64,26,2514
33,34,31,2515
19,47,27,2516
36,22,28,2517
26,28,26,2518
33,66,28,2519
29,28,32,2520
25,18,35,2521
29,66,29,2522
37,32,34,2523
30,58,30,2524
24,57,27,2525
23,68,27,2526
27,70,28,2527
28,78,27,2528
18,27,25,2529
30,76,28,2530
38,61,34,2531
23,35,35,2532
25,59,32,2533
34,50,31,2534
24,44,25,2535
29,70,33,2536
22,57,35,2537
33,59,30,2538
32,24,34,2539
30,70,32,2540
37,80,33,2541
34,27,25,2542
30,69,31,2543
27,52,27,2544
34,53,26,2545
30,76,33,2546
30,36,32,2547
28,49,26,2548
23,79,28,2549
19,66,29,2550
38,76,34,2551
25,12,35,2552
28,40,33,2553
36,13,35,2554
26,52,29,2555
29,37,26,2556
37,59,34,2557
29,20,28,2558
36,60,26,2559
38,23,29,2560
30,25,26,2561
28,40,28,2562
21,62,35,2563
37,49,31,2564
29,66,35,2565
21,10,34,2566
34,58,28,2567
31,29,34,2568
29,71,32,2569
36,35,31,2570
37,64,31,2571
19,61,34,2572
22,21,28,2573
30,38,26,2574
37,58,31,2575
22,30,28,2576
19,20,30,2577
38,58,25,2578
25,27,34,2579
21,74,30,2580
29,50,35,2581
25,62,35,2582
18,31,29,2583
19,19,30,2584
35,41,30,2585
29,72,25,2586
27,42,28,2587
36,60,31,2588
21,61,28,2589
23,46,35,2590
34,50,29,2591
27,75,29,2592
31,27,26,2593
24,19,27,2594
22,12,32,2595
36,57,31,2596
18,44,27,2597
24,74,34,2598
23,78,34,2599
33,37,32,2600
22,56,27,2601
29,28,29,2602
28,12,29,2603
21,52,28,2604
35,43,29,2605
19,70,25,2606
18,14,26,2607
22,69,31,2608
37,34,28,2609
22,55,31,2610
25,46,26,2611
24,64,33,2612
36,54,28,2613
28,67,34,2614
38,50,29,2615
18,79,28,2616
21,75,31,2617
23,70,25,2618
22,11,26,2619
26,58,29,2620
35,56,31,2621
35,50,33,2622
28,45,33,2623
26,37,28,2624
24,43,26,2625
37,30,26,2626
27,45,34,2627
26,30,28,2628
33,56,30,2629
30,52,26,2630
34,38,34,2631
37,21,33,2632
31,15,34,2633
20,44,31,2634
27,65,35,2635
21,58,30,2636
20,44,28,2637
33,25,26,2638
28,33,34,2639
27,10,34,2640
23,45,31,2641
30,77,30,2642
33,48,26,2643
28,30,29,2644
21,33,30,2645
27,13,33,2646
19,36,29,2647
33,42,25,2648
19,55,28,2649
32,67,28,2650
34,58,34,2651
25,43,25,2652
31,45,34,2653
31,15,29,2654
25,12,30,2655
18,28,31,2656
20,20,30,2657
36,41,25,2658
28,51,35,2659
28,31,25,2660
34,32,31,2661
32,35,35,2662
33,31,27,2663
29,42,30,2664
24,20,34,2665
18,79,28,2666
36,69,32,2667
38,78,32,2668
35,63,27,2669
33,66,35,2670
18,47,32,2671
31,40,31,2672
19,54,31,2673
37,25,31,2674
30,17,29,2675
36,73,33,2676
23,70,25,2677
35,37,31,2678
38,55,32,2679
19,64,29,2680
19,79,30,2681
22,31,30,2682
36,54,33,2683
35,68,35,2684
27,20,28,2685
23,52,25,2686
30,23,31,2687
29,58,32,2688
36,39,34,2689
26,61,30,2690
37,42,29,2691
23,73,34,2692
27,30,35,2693
38,21,28,2694
23,74,25,2695
37,76,27,2696
32,13,32,2697
22,44,25,2698
25,46,26,2699
18,80,31,2700
21,30,26,2701
26,10,28,2702
22,27,25,2703
31,26,32,2704
38,73,25,2705
37,12,35,2706
25,43,29,2707
23,76,31,2708
33,47,28,2709
25,23,34,2710
18,53,34,2711
36,25,30,2712
38,25,26,2713
30,53,35,2714
37,30,31,2715
31,30,28,2716
34,60,30,2717
35,35,28,2718
37,34,29,2719
34,29,33,2720
21,37,29,2721
35,38,27,2722
38,64,31,2723
21,21,31,2724
36,61,34,2725
24,36,27,2726
33,76,25,2727
35,15,32,2728
37,62,25,2729
34,16,32,2730
18,29,27,2731
32,61,35,2732
30,15,33,2733
26,54,33,2734
30,28,25,2735
24,70,31,2736
34,18,35,2737
20,53,35,2738
29,57,33,2739
35,69,30,2740
29,48,34,2741
35,66,34,2742
20,55,32,2743
33,35,35,2744
31,46,35,2745
36,54,25,2746
30,69,30,2747
37,58,34,2748
37,16,30,2749
33,42,33,2750
33,24,34,2751
18,68,32,2752
36,29,29,2753
33,23,35,2754
32,32,29,2755
32,78,26,2756
23,17,35,2757
31,35,30,2758
32,59,26,2759
34,19,26,2760
37,17,31,2761
25,12,29,2762
36,25,30,2763
23,44,27,2764
23,78,28,2765
20,61,27,2766
32,35,33,2767
25,26,35,2768
26,18,35,2769
27,13,33,2770
27,27,35,2771
37,31,34,2772
25,29,32,2773
29,30,31,2774
23,60,32,2775
36,50,29,2776
20,19,30,2777
23,54,25,2778
32,48,27,2779
35,30,34,2780
35,28,27,2781
18,30,29,2782
32,38,27,2783
25,15,33,2784
20,33,33,2785
20,26,26,2786
33,61,29,2787
35,12,30,2788
28,57,28,2789
24,65,28,2790
22,44,26,2791
34,25,26,2792
30,14,26,2793
32,51,35,2794
33,66,30,2795
21,28,35,2796
32,27,30,2797
28,16,26,2798
31,70,25,2799
28,72,27,2800
20,13,31,2801
21,12,29,2802
28,45,25,2803
25,55,26,2804
35,50,27,2805
26,37,35,2806
33,49,31,2807
27,28,26,2808
38,36,35,2809
18,52,31,2810
19,42,31,2811
27,21,32,2812
30,53,32,2813
35,21,35,2814
26,11,27,2815
20,43,28,2816
24,48,29,2817
29,58,35,2818
37,18,32,2819
29,30,34,2820
32,68,25,2821
26,11,31,2822
27,64,27,2823
35,72,33,2824
19,14,34,2825
23,58,30,2826
32,75,33,2827
30,15,28,2828
33,48,34,2829
38,53,31,2830
31,15,28,2831
35,26,32,2832
22,41,35,2833
18,60,35,2834
18,38,25,2835
34,68,28,2836
35,28,32,2837
22,55,32,2838
38,28,26,2839
29,35,30,2840
24,60,26,2841
27,80,32,2842
25,65,27,2843
38,26,29,2844
32,40,28,2845
23,46,25,2846
22,40,32,2847
37,37,34,2848
23,55,32,2849
27,41,29,2850
32,77,27,2851
38,70,26,2852
23,15,28,2853
20,67,26,2854
30,17,27,2855
18,55,34,2856
22,64,32,2857
20,52,32,2858
29,48,33,2859
29,80,26,2860
35,77,29,2861
28,35,29,2862
23,70,26,2863
31,72,32,2864
25,29,25,2865
27,67,31,2866
35,57,29,2867
30,19,33,2868
34,79,26,2869
24,15,27,2870
32,79,29,2871
19,61,25,2872
22,14,29,2873
37,43,35,2874
38,63,28,2875
22,20,31,2876
20,80,27,2877
24,69,29,2878
20,28,25,2879
32,32,26,2880
19,67,27,2881
33,21,33,2882
31,77,30,2883
24,57,26,2884
34,55,33,2885
35,38,32,2886
33,24,35,2887
38,75,27,2888
35,38,32,2889
26,26,31,2890
36,43,26,2891
25,30,35,2892
28,24,25,2893
19,43,31,2894
31,54,31,2895
19,58,31,2896
34,48,27,2897
22,30,27,2898
35,57,26,2899
38,63,32,2900
25,74,30,2901
31,48,30,2902
36,33,34,2903
34,26,28,2904
20,54,30,2905
37,63,27,2906
27,24,31,2907
32,49,30,2908
19,19,29,2909
33,60,26,2910
29,45,33,2911
19,26,31,2912
36,29,32,2913
35,26,32,2914
18,78,35,2915
28,76,32,2916
32,65,31,2917
29,26,32,2918
26,18,31,2919
31,35,30,2920
30,40,33,2921
22,59,30,2922
23,38,35,2923
37,20,34,2924
29,46,34,2925
35,48,27,2926
38,74,27,2927
33,68,31,2928
30,68,34,2929
29,71,27,2930
33,30,32,2931
21,54,33,2932
19,60,34,2933
27,43,27,2934
26,53,29,2935
31,13,29,2936
38,57,31,2937
34,48,28,2938
28,34,35,2939
37,15,31,2940
35,47,28,2941
24,70,34,2942
28,69,35,2943
38,40,32,2944
23,43,32,2945
35,59,27,2946
38,75,27,2947
24,27,32,2948
23,57,25,2949
27,49,26,2950
35,50,27,2951
26,67,32,2952
31,43,32,2953
30,21,30,2954
23,66,34,2955
22,23,31,2956
29,73,28,2957
26,18,30,2958
28,70,34,2959
26,39,34,2960
21,37,26,2961
21,53,26,2962
38,60,25,2963
27,24,33,2964
38,50,26,2965
22,67,33,2966
32,75,34,2967
28,54,32,2968
38,23,27,2969
19,16,35,2970
22,53,30,2971
28,75,25,2972
25,50,34,2973
20,78,30,2974
32,12,35,2975
19,78,31,2976
36,80,27,2977
18,29,28,2978
24,54,29,2979
19,30,32,2980
33,16,34,2981
27,39,31,2982
31,45,25,2983
26,33,32,2984
24,66,29,2985
32,60,30,2986
28,61,27,2987
33,37,34,2988
34,65,25,2989
25,25,28,2990
23,79,31,2991
25,51,33,2992
29,30,28,2993
19,63,30,2994
19,77,27,2995
33,29,27,2996
24,64,30,2997
19,69,28,2998
27,69,33,2999
21,69,25,3000
32,69,35,3001
31,59,32,3002
19,80,32,3003
18,51,29,3004
29,67,32,3005
29,16,30,3006
36,38,26,3007
20,16,31,3008
30,58,26,3009
37,76,27,3010
37,79,25,3011
38,36,25,3012
24,41,27,3013
36,76,33,3014
28,48,35,3015
31,65,32,3016
20,14,30,3017
37,18,29,3018
32,18,35,3019
38,39,35,3020
24,59,30,3021
22,59,33,3022
36,54,32,3023
25,19,25,3024
27,15,29,3025
22,35,32,3026
34,42,27,3027
34,76,33,3028
21,21,34,3029
37,57,29,3030
33,57,27,3031
27,27,26,3032
20,53,33,3033
34,73,35,3034
28,14,30,3035
34,48,31,3036
35,49,27,3037
38,26,31,3038
27,64,30,3039
35,53,30,3040
24,39,34,3041
35,18,27,3042
36,10,35,3043
28,37,25,3044
30,55,28,3045
18,65,34,3046
26,47,32,3047
22,76,29,3048
36,12,30,3049
38,66,35,3050
28,71,32,3051
34,48,32,3052
24,60,28,3053
23,42,25,3054
30,11,29,3055
26,15,27,3056
29,49,25,3057
37,65,32,3058
25,53,26,3059
25,58,25,3060
32,71,29,3061
25,77,28,3062
33,14,29,3063
35,17,31,3064
34,48,34,3065
30,25,27,3066
33,28,35,3067
38,78,32,3068
28,72,30,3069
29,39,33,3070
18,74,27,3071
21,65,27,3072
33,76,25,3073
37,39,27,3074
26,62,26,3075
23,69,33,3076
35,21,32,3077
29,32,34,3078
24,46,31,3079
30,72,32,3080
27,18,27,3081
18,77,25,3082
21,36,30,3083
33,64,31,3084
20,80,30,3085
31,12,27,3086
29,11,32,3087
18,59,33,3088
35,30,34,3089
26,77,28,3090
29,58,26,3091
32,56,29,3092
20,70,34,3093
33,55,27,3094
26,61,34,3095
22,76,25,3096
21,70,32,3097
28,73,26,3098
30,59,25,3099
23,63,35,3100
24,15,34,3101
22,38,34,3102
38,12,31,3103
31,75,25,3104
33,79,35,3105
18,32,35,3106
19,16,27,3107
18,27,25,3108
31,12,25,3109
36,14,32,3110
34,19,29,3111
33,51,30,3112
38,55,27,3113
28,48,28,3114
36,61,29,3115
18,63,28,3116
20,79,35,3117
19,52,35,3118
23,52,29,3119
18,70,34,3120
25,79,25,3121
26,38,32,3122
30,12,31,3123
25,55,27,3124
33,32,29,3125
20,27,35,3126
36,28,25,3127
34,73,30,3128
20,61,27,3129
29,27,31,3130
33,53,30,3131
23,67,29,3132
22,49,29,3133
29,62,28,3134
29,14,25,3135
31,24,33,3136
28,66,28,3137
33,34,26,3138
23,48,35,3139
18,38,28,3140
30,52,29,3141
32,71,33,3142
21,63,27,3143
20,43,31,3144
26,10,30,3145
29,77,28,3146
32,23,29,3147
32,45,32,3148
28,73,28,3149
38,76,26,3150
34,16,28,3151
21,74,31,3152
19,50,27,3153
27,63,27,3154
38,26,31,3155
36,21,28,3156
25,39,26,3157
33,12,28,3158
38,31,33,3159
22,53,28,3160
36,36,30,3161
30,69,29,3162
18,14,34,3163
22,61,29,3164
37,18,32,3165
30,34,33,3166
23,48,26,3167
30,11,27,3168
22,17,32,3169
35,60,28,3170
36,50,25,3171
22,30,25,3172
30,79,26,3173
24,28,27,3174
30,13,29,3175
21,15,27,3176
33,43,32,3177
26,60,31,3178
28,79,34,3179
25,50,33,3180
27,14,29,3181
18,52,34,3182
26,68,33,3183
36,18,28,3184
30,63,26,3185
28,36,29,3186
24,58,32,3187
19,70,33,3188
19,26,29,3189
20,67,25,3190
29,73,33,3191
20,51,29,3192
30,49,28,3193
25,61,35,3194
33,78,29,3195
30,28,27,3196
23,40,33,3197
38,62,30,3198
25,57,30,3199
25,18,27,3200
35,78,26,3201
35,22,28,3202
38,38,34,3203
30,27,32,3204
36,76,28,3205
36,61,34,3206
37,40,27,3207
36,36,30,3208
33,23,35,3209
26,23,30,3210
20,60,31,3211
33,63,28,3212
24,17,25,3213
35,53,30,3214
22,42,27,3215
